name,description,image,perfumeHouse,notes,product_url
Poppies,"Lilies, lilies not for me,",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/poppies-lupercalia-2024-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""ros - crimson"", ""poppy - red"", ""poppy - white""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/lupercalia-2024/poppies-perfume-oil/
Mouse’s Long and Sad Tale,"‘Fury said to amouse, That hemet in thehouse,“Let usboth go tolaw: I willprosecuteYOU. –Come,I’ll take nodenial; Wemust have atrial: Forreally thismorning I’venothingto do.”Said themouse to thecur, “Sucha trial,dear Sir,Withno juryor judge,would bewastingourbreath.”“I’ll bejudge, I’llbe jury,”Saidcunningold Fury:“I’lltry thewholecause,andcondemnyoutodeath.”",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/mouses-long-and-sad-tale-600x467.jpg,Black Phoenix Alchemy Lab,"[""sandalwood - white"", ""amber"", ""vanilla"", ""sweet pea"", ""mad tea party""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/mad-tea-party/mouses-long-and-sad-tale/
Deep In Earth,Deep in earth my love is lyingAnd I must weep alone.,https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Deep-In-Earth-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""spanish moss"", ""rose geranium"", ""irish yew"", ""death - graveyard dirt""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/ars-moriendi/deep-in-earth/
June Gloom 2024,"A boon for all who long for dismal, dark days, shivering sheets of rain, grey skies, and chill air: a bouquet of bright summer flowers dampened by the scent of morning mist and rain.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/06/JUNE-GLOOM-2024-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""flower - summer"", ""mist"", ""rain""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/june-gloom-2024-perfume-oil/
Aglaea,Splendour,https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/Aglaea-600x467.jpg,Black Phoenix Alchemy Lab,"[""celebration"", ""beauty"", ""musk"", ""amber"", ""peach"", ""splendor"", ""wine"", ""charm"", ""myrtle""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/excolo/aglaea/
Traum,Paul HerrmannBlackened lavender and sensual rivulets of labdanum with Oman frankincense and raw cacao.,https://blackphoenixalchemylab.com/wp-content/uploads/2024/01/traum-january-art-2024-WEB-600x750.jpg,Black Phoenix Alchemy Lab,"[""cacao - raw"", ""lavender - blackened"", ""labdanum"", ""lavender"", ""frankincense - oman"", ""coming down 04jun24"", ""frankincense""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/traum-perfume-oil/
Falling Star,Witold Pruszkowski,https://blackphoenixalchemylab.com/wp-content/uploads/2024/05/falling-star-february-art-2024-WEB-2-copy-600x748.jpg,Black Phoenix Alchemy Lab,"[""lily - black"", ""bergamot - italian"", ""mimosa"", ""amber - white"", ""cypress - blue"", ""jasmine - pink"", ""iris - florentine"", ""musks"", ""cistus""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/falling-star-perfume-oil/
Skoginterior,Ludwig Munthe,https://blackphoenixalchemylab.com/wp-content/uploads/2023/03/SKOGINTERIOR-december-2022-art-WEB-600x409.jpg,Black Phoenix Alchemy Lab,"[""spruce - black"", ""march 2023"", ""tonka bean""]",https://blackphoenixalchemylab.com/shop/in-memoriam/limited-edition-in-memoriam/closing-out-the-year-with-some-decemberish-art-bits/skoginterior-perfume-oil/
"Sea-Cucumber Ring, Jewel Balls, Small Dildo","Tobacco flower, hay absolute, lemon peel, brown leather accord, amber saffron, black pepper, and magnolia blossom.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/SEA-CUCUMBER-RING-JEWEL-BALLS-SMALL-DILDO-shunga-2024-WEB-600x420.jpg,Black Phoenix Alchemy Lab,"[""hay absolute"", ""magnolia"", ""amber"", ""pepper - black"", ""tobacco flower"", ""lemon peel"", ""magnolia blossom"", ""amber saffron"", ""black pepper"", ""magnolia blossom""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/novel-ideas-for-secret-amusements-2024/sea-cucumber-ring-jewel-balls-small-dildo-perfume-oil/
Lion,"The dry, glorious warmth of the Savannah. A golden, spiced amber, proud, regal and ferocious.",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/lion-600x467.jpg,Black Phoenix Alchemy Lab,"[""regal"", ""ferocious"", ""amber"", ""warm"", ""dry"", ""glorious"", ""pride"", ""golden"", ""mad tea party""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/mad-tea-party/the-lion/
Monastery Garden in the Snow,"Carl Friedrich LessingCurls of monastic incense, moss-stained stone, snow-laden cypress, medicinal herbs buried deep in winter soil, and glittering icicles splintering from a gargoyle’s frozen scream.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/01/MONASTERY-GARDEN-IN-THE-SNOW-january-art-2024-WEB-600x490.jpg,Black Phoenix Alchemy Lab,"[""gargoyle"", ""snow"", ""moss"", ""coming down 04jun24"", ""incense"", ""scream"", ""stone"", ""herb"", ""soil"", ""icicle""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/monastery-garden-in-the-snow-perfume-oil/
Death Moon: Night-Blooming Jasmine and Wisteria Incense,$30.00,https://blackphoenixalchemylab.com/wp-content/uploads/2025/03/NIGHT-BLOOMING-JASMINE-AND-WISTERIA-INCENSE-LUNACY-DUETS-2025-WEB-600x910.jpg,Black Phoenix Alchemy Lab,"[""jasmine - night blooming"", ""little lunacy"", ""incense"", ""wisteria""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/lunacy/death-moon-night-blooming-jasmine-and-wisteria-incense-perfume-oil/
Drider Crossing Guard,"A cautious, watchful scent: earthy, dry fig, black pepper, nutmeg, and black plum tea.",https://blackphoenixalchemylab.com/wp-content/uploads/2021/08/DRIDER-CROSSING-GUARD-RPG-2021-WEB-600x464.jpg,Black Phoenix Alchemy Lab,"[""earthy"", ""fig"", ""rpg"", ""black plum tea"", ""tea"", ""tea - black plum"", ""nutmeg"", ""black plum"", ""black pepper"", ""pepper - black""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rpg-series/an-orc-a-drow-and-a-bog-witch-walk-into-a-tavern/drider-crossing-guard-perfume-oil/
Girl Holding a Snake – Innocence,"Karl Wilhelm DiefenbachVanilla cream engulfed in dark, lush mosses, balsamic woods, and deep green incense tar.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/12/Girl-holding-a-snake-december-2024-cold-moon-art-WEB-600x824.jpg,Black Phoenix Alchemy Lab,"[""incense tar"", ""woods - balsamic"", ""moss"", ""green incense"", ""vanilla cream""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/ars-anni/girl-holding-a-snake-innocence-perfume-oil/
Chestnut Vulva,"Sweet chestnut, vanilla cashmere, toasted cardamom, and caramel.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/chestnut-vulva-shunga-2024-WEB-600x939.jpg,Black Phoenix Alchemy Lab,"[""vanilla cashmere"", ""vanilla"", ""caramel"", ""cardamom - toasted"", ""chestnut - sweet"", ""cardamom""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/novel-ideas-for-secret-amusements-2024/chestnut-vulva-perfume-oil/
Satyr,"Unleash the bawdy, unrestrained passion of the satyr! A ferociously masculine scent: sexual, vigorous, and truly wild.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Satyr-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""masculine"", ""satyr"", ""sexual"", ""vigorous""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/ars-amatoria/satyr/
Black Moon 2024,"Beth’s CreationThe absence of light: motia attar, black orchid, mugwort, English pear, cucumber, blue lotus, jonquil, massoia, calamus and crystal musk.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/12/black-moon-2024-web-600x473.jpg,Black Phoenix Alchemy Lab,"[""pear - english"", ""calamus"", ""motia attar"", ""musk"", ""mugwort"", ""massoia"", ""jonquil"", ""orchid - black"", ""cucumber"", ""blue lotus""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/black-moon-rising-2024/black-moon-2024-perfume-oil/
Congealed Blood and Oozing Viscera,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2023/09/Spooky-Duets-CONGEALED-BLOOD-web-copy-600x473.jpg,Black Phoenix Alchemy Lab,"[""halloween 2023"", ""heloise & albelard 2023"", ""oozing viscera"", ""congealed blood""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/heloise-abelards-spooky-duets/congealed-blood-and-oozing-viscera-perfume-oil/
Harvest Moon: Campfire Smoke and Bay Rum,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/10/Campfire-Smoke-and-Bay-Rum-LUNACY-DUET-WEB-2024-JPG-600x600.jpg,Black Phoenix Alchemy Lab,"[""little lunacy"", ""campfire smoke"", ""bay rum""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/harvest-moon-campfire-smoke-and-bay-rum-perfume-oil/
At Dusk (Boston Common at Twilight),Childe Hassam,https://blackphoenixalchemylab.com/wp-content/uploads/2023/04/AT-DUSK-BOSTON-COMMON-AT-TWILIGHT-february-2023-art-WEB-600x417.jpg,Black Phoenix Alchemy Lab,"[""elm wood"", ""april 2023 lunacy"", ""april 2023"", ""balsam"", ""almond blossom"", ""birdseed"", ""amber - russet""]",https://blackphoenixalchemylab.com/shop/in-memoriam/limited-edition-in-memoriam/paintings-curated-by-someone-living-through-their-first-actual-winter-ode-to-february/at-dusk-boston-common-at-twilight-perfume-oil/
Pella,One of three prototypes of historical reproductions of ancient Egyptian perfumes.,https://blackphoenixalchemylab.com/wp-content/uploads/2022/10/pella-augean-stables-WEB-600x473.jpg,Black Phoenix Alchemy Lab,[],https://blackphoenixalchemylab.com/shop/in-memoriam/limited-edition-in-memoriam/the-purge/pella-perfume-oil/
Eden,"At the center of the Garden of Eden stands the Tree of the Knowledge of Good and Evil. Though modern interpretations of the Bible claim that it was an apple that the Serpent of the Tree offered to Eve, it is widely believed that the true Fruit of True Knowledge was, in fact, a fig.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Eden-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""almond milk"", ""fig"", ""fig leaf"", ""goodness"", ""sandalwood"", ""honey"", ""apple"", ""evil"", ""innocence"", ""erudition""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/wanderlust/eden/
Rakshasa Party Magician,"Shaggy spiced russet amber splattered by rice pudding, cocoa powder, and globs of cotton candy.",https://blackphoenixalchemylab.com/wp-content/uploads/2025/01/rakshasa-party-magician-WEB-600x464.jpg,Black Phoenix Alchemy Lab,"[""rice pudding"", ""rpg"", ""cotton candy"", ""amber"", ""amber - russet"", ""cocoa powder"", ""artist - julie dillon""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rpg-series/an-orc-a-drow-and-a-bog-witch-walk-into-a-tavern/rakshasa-party-magician-perfume-oil/
Blood Rose,"Sensual, robust, and silken: voluptuous red rose bursting with lascivious red wine and sultry dragon’s blood resin.",https://blackphoenixalchemylab.com/wp-content/uploads/2018/11/BPAL_logo_circle_Placeholder_T.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""red wine"", ""silken"", ""red rose"", ""color - red"", ""wine"", ""robust"", ""sensual"", ""dragon's blood""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rappaccinis-garden/blood-rose/
Dana O’Shee,"In Irish folklore the Dana O’Shee are a fae, elven people that live in a realm of beauty, their nobility akin to our that own Age of Chivalry, eternally beautiful and eternally young. They surround themselves with the pleasures of the Arts, they live for the hunt, and to this day can be seen riding in procession through the Irish countryside at twilight, led by their King and Queen. However, the Dana O’Shee are not benevolent creatures, despite what their unearthly beauty may imply. They are vengeful and treacherous and possess a streak of mischievous malice, and many have whispered that their true home lies deep in the shadowed groves of the Realm of the Dead. Hearing even a single chord of their otherworldly music leaves one stunned and lost to the mortal realms for ever, finding themselves prey to the Dana O’Shee’s hunt or enslaved in their Court as servants or playthings.",https://blackphoenixalchemylab.com/wp-content/uploads/2018/11/BPAL_logo_circle_Placeholder_T.jpg,Black Phoenix Alchemy Lab,"[""eternal youth"", ""folklore - irish"", ""honey"", ""hunt - the"", ""milk"", ""grain - sweet"", ""fae"", ""eternal beauty""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/bewitching-brews/dana-o-shee/
"Forgive Us Our Virtues, Forgive Us","Who has known all the evil before us,",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/forgive-us-our-virtues-forgive-us-LADY-OF-PAIN-2024-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""rosewood"", ""cinnamon leaf"", ""patchouli - black"", ""styrax"", ""frankincense - pale"", ""wood - palisander""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/lupercalia-2024/our-lady-of-pain-2024/forgive-us-our-virtues-forgive-us-perfume-oil/
Clown White,"No joke! Greasy petrolatum, lanolin, and titanium dioxide accords smeared with vanilla cream.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/09/Clown-White-Single-Note-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""vanilla"", ""petrolatum accord"", ""lanolin accord"", ""vanilla cream"", ""titanium dioxide accord""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween-2024/heloise-abelards-spooky-single-notes/clown-white-perfume-oil/
Elizabethan Red,My mistress’ eyes are nothing like the sun;,https://blackphoenixalchemylab.com/wp-content/uploads/2025/02/Elizabethan-Red-On-Lovers-Lips-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""ambergris"", ""madder root"", ""gum arabic"", ""fig milk"", ""clove bud"", ""orange blossom water"", ""leather"", ""on lovers' lip""]",https://blackphoenixalchemylab.com/shop/lupercalia-2025/on-lovers-lips/elizabethan-red-perfume-oil/
Ask the Nearest Hippie,Obergefell vs Hodges,https://blackphoenixalchemylab.com/wp-content/uploads/2015/07/Ask-the-Nearest-Hippie.jpg,Black Phoenix Alchemy Lab,"[""cannabis accord"", ""hemp"", ""vanilla bean"", ""smokey"", ""patchouli""]",https://blackphoenixalchemylab.com/shop/activism/scalia/ask-nearest-hippie/
Flaxen Flame,"Golden gusts of gilded amber and dragon’s blood heated by clove bud, white peppercorn, and allspice.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/08/flaxen-flame-DragonCon-2024-WEB-600x809.jpg,Black Phoenix Alchemy Lab,"[""allspice"", ""amber"", ""peppercorn - white"", ""clove"", ""white peppercorn"", ""golden gust"", ""clove bud"", ""dragon's blood"", ""down 4sept24"", ""amber - gilded""]",https://blackphoenixalchemylab.com/shop/in-memoriam/virtualcon/virtualcon-atlanta-2024/flaxen-flame-perfume-oil/
Carrotberry Pie,"A surprisingly delightful blend of blackberries, cranberries, carrots, and pumpkin mash.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/CARROTBERRY-PIE-Nourishment-Wherever-Needed-WEB-600x452.jpg,Black Phoenix Alchemy Lab,"[""carrot"", ""yule 2023"", ""november 2023"", ""blackberry"", ""pumpkin mash"", ""cranberry""]",https://blackphoenixalchemylab.com/shop/activism/nourishment-wherever-needed/carrotberry-pie-perfume-oil/
Lavender Brownie,"A chewy-edged brownie that gently bites back, studded with cacao nibs and lavender baking morsels",https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/LAVENDER-BROWNIE-Yule-Lavender-Kitchen-WEB-600x452.jpg,Black Phoenix Alchemy Lab,"[""chocolate"", ""yule 2023"", ""lavender"", ""brownie"", ""november 2023"", ""the lavender kitchen"", ""cacao nib""]",https://blackphoenixalchemylab.com/shop/in-memoriam/yule/yule-2023/the-lavender-kitchen/lavender-brownie-perfume-oil/
